invite_id,invite_sent_at,invite_carrier,carrier_response,response_date,is_sold,actual_annual_premium
38115,2020-07-07 19:53:33.326 UTC,Prudential,bid_submitted,2020-07-31,FALSE,73003.56
38116,2020-07-07 19:53:35.405 UTC,Lincoln,bid_submitted,2020-08-05,FALSE,63269.76
38118,2020-07-07 19:53:39.773 UTC,Cigna,bid_submitted,2020-07-30,FALSE,63269.76
38122,2020-07-07 19:53:48.305 UTC,Reliance Standard,bid_submitted,2020-07-30,FALSE,63269.76
38123,2020-07-07 19:53:50.417 UTC,Standard,bid_submitted,2020-07-31,FALSE,63269.76
38124,2020-07-07 19:53:52.579 UTC,Sun Life,no_response,,FALSE,
38128,2020-07-07 19:54:01.622 UTC,OneAmerica,decline_to_bid,2020-07-31,FALSE,
38130,2020-07-07 19:54:06.790 UTC,Guardian,decline_to_bid,2020-08-20,FALSE,
38131,2020-07-07 19:54:09.220 UTC,MetLife,decline_to_bid,2020-07-21,FALSE,
38132,2020-07-07 19:54:11.884 UTC,Mutual Of Omaha,decline_to_bid,2020-08-05,FALSE,
38136,2020-07-07 19:54:21.643 UTC,Unum,decline_to_bid,2020-07-31,FALSE,
39650,2020-07-16 14:54:44.758 UTC,Principal,decline_to_bid,2020-07-22,FALSE,
46076,2020-08-10 20:26:24.620 UTC,Symetra,bid_submitted,2020-08-19,TRUE,74556.12
38126,2020-07-07 19:53:57.095 UTC,Prudential,bid_submitted,2020-07-31,FALSE,72007.32
38127,2020-07-07 19:53:59.302 UTC,Lincoln,bid_submitted,2020-08-05,FALSE,74556.12
38129,2020-07-07 19:54:04.280 UTC,Cigna,bid_submitted,2020-07-30,FALSE,74556.12
38133,2020-07-07 19:54:14.316 UTC,Reliance Standard,bid_submitted,2020-07-30,FALSE,74556.12
38134,2020-07-07 19:54:16.925 UTC,Standard,bid_submitted,2020-07-31,FALSE,74556.12
38135,2020-07-07 19:54:19.348 UTC,Sun Life,no_response,,FALSE,
38139,2020-07-07 19:54:28.649 UTC,OneAmerica,decline_to_bid,2020-07-31,FALSE,
38141,2020-07-07 19:54:33.183 UTC,Guardian,decline_to_bid,2020-08-20,FALSE,
38142,2020-07-07 19:54:35.417 UTC,MetLife,decline_to_bid,2020-07-21,FALSE,
38143,2020-07-07 19:54:37.705 UTC,Mutual Of Omaha,decline_to_bid,2020-08-05,FALSE,
38147,2020-07-07 19:54:46.953 UTC,Unum,decline_to_bid,2020-07-31,FALSE,
39651,2020-07-16 14:54:47.187 UTC,Principal,decline_to_bid,2020-07-22,FALSE,
46077,2020-08-10 20:26:27.029 UTC,Symetra,bid_submitted,2020-08-19,TRUE,10398.24
38137,2020-07-07 19:54:23.859 UTC,Prudential,bid_submitted,2020-07-31,FALSE,10398.24
38138,2020-07-07 19:54:26.307 UTC,Lincoln,bid_submitted,2020-08-05,FALSE,10398.24
38140,2020-07-07 19:54:30.936 UTC,Cigna,bid_submitted,2020-07-30,FALSE,10398.24
38144,2020-07-07 19:54:39.985 UTC,Reliance Standard,bid_submitted,2020-07-30,FALSE,10398.24
38145,2020-07-07 19:54:42.367 UTC,Standard,bid_submitted,2020-07-31,FALSE,10398.24
38146,2020-07-07 19:54:44.659 UTC,Sun Life,no_response,,FALSE,
38150,2020-07-07 19:54:55.611 UTC,OneAmerica,decline_to_bid,2020-07-31,FALSE,
38152,2020-07-07 19:55:02.038 UTC,Guardian,decline_to_bid,2020-08-20,FALSE,
38153,2020-07-07 19:55:05.508 UTC,MetLife,decline_to_bid,2020-07-21,FALSE,
38154,2020-07-07 19:55:08.749 UTC,Mutual Of Omaha,decline_to_bid,2020-08-05,FALSE,
38158,2020-07-07 19:55:21.526 UTC,Unum,decline_to_bid,2020-07-31,FALSE,
39652,2020-07-16 14:54:49.895 UTC,Principal,decline_to_bid,2020-07-22,FALSE,
46078,2020-08-10 20:26:29.686 UTC,Symetra,bid_submitted,2020-08-19,TRUE,232470.72
38148,2020-07-07 19:54:49.628 UTC,Prudential,bid_submitted,2020-07-31,FALSE,369054.36
38149,2020-07-07 19:54:52.604 UTC,Lincoln,bid_submitted,2020-08-05,FALSE,273167.16
38151,2020-07-07 19:54:58.798 UTC,Cigna,bid_submitted,2020-07-30,FALSE,273167.16
38155,2020-07-07 19:55:12.148 UTC,Reliance Standard,bid_submitted,2020-07-30,FALSE,211843.92
38156,2020-07-07 19:55:15.425 UTC,Standard,bid_submitted,2020-07-31,FALSE,306616.08
38157,2020-07-07 19:55:18.525 UTC,Sun Life,no_response,,FALSE,
38161,2020-07-07 19:55:25.719 UTC,OneAmerica,decline_to_bid,2020-07-31,FALSE,
38163,2020-07-07 19:55:27.791 UTC,Guardian,decline_to_bid,2020-08-20,FALSE,
38164,2020-07-07 19:55:28.826 UTC,MetLife,decline_to_bid,2020-07-21,FALSE,
38165,2020-07-07 19:55:29.991 UTC,Mutual Of Omaha,decline_to_bid,2020-08-05,FALSE,
38169,2020-07-07 19:55:34.314 UTC,Unum,decline_to_bid,2020-07-31,FALSE,
39653,2020-07-16 14:54:52.126 UTC,Principal,decline_to_bid,2020-07-22,FALSE,
46079,2020-08-10 20:26:31.899 UTC,Symetra,bid_submitted,2020-08-18,TRUE,21981.6
38159,2020-07-07 19:55:23.652 UTC,Prudential,bid_submitted,2020-07-31,FALSE,29721.6
38160,2020-07-07 19:55:24.676 UTC,Lincoln,bid_submitted,2020-08-05,FALSE,21981.6
38162,2020-07-07 19:55:26.775 UTC,Cigna,bid_submitted,2020-07-30,FALSE,30237.6
38166,2020-07-07 19:55:31.208 UTC,Reliance Standard,bid_submitted,2020-07-30,FALSE,35500.8
38167,2020-07-07 19:55:32.243 UTC,Standard,bid_submitted,2020-07-31,FALSE,27864
38168,2020-07-07 19:55:33.280 UTC,Sun Life,no_response,,FALSE,
38172,2020-07-07 19:55:36.972 UTC,OneAmerica,decline_to_bid,2020-07-31,FALSE,
38174,2020-07-07 19:55:37.460 UTC,Guardian,decline_to_bid,2020-08-20,FALSE,
38175,2020-07-07 19:55:37.708 UTC,MetLife,decline_to_bid,2020-07-21,FALSE,
38176,2020-07-07 19:55:37.948 UTC,Mutual Of Omaha,decline_to_bid,2020-08-05,FALSE,
38180,2020-07-07 19:55:38.906 UTC,Unum,decline_to_bid,2020-07-31,FALSE,
39654,2020-07-16 14:54:52.927 UTC,Principal,decline_to_bid,2020-07-22,FALSE,
46080,2020-08-10 20:26:32.663 UTC,Symetra,bid_submitted,2020-08-18,TRUE,39628.8
38170,2020-07-07 19:55:35.090 UTC,Prudential,bid_submitted,2020-07-31,FALSE,53457.6
38171,2020-07-07 19:55:36.721 UTC,Lincoln,decline_to_bid,2020-08-05,FALSE,39628.8
38173,2020-07-07 19:55:37.220 UTC,Cigna,bid_submitted,2020-07-30,FALSE,25118.88
38177,2020-07-07 19:55:38.189 UTC,Reliance Standard,bid_submitted,2020-07-30,FALSE,41589.6
38178,2020-07-07 19:55:38.425 UTC,Standard,bid_submitted,2020-07-31,FALSE,39628.8
38179,2020-07-07 19:55:38.668 UTC,Sun Life,no_response,,FALSE,
62734,2020-12-01 15:07:00.419 UTC,Anthem,no_response,,FALSE,
62735,2020-12-01 15:07:00.916 UTC,Medical Mutual,no_response,,FALSE,
67415,2021-03-01 16:55:58.963 UTC,Voya,no_response,,FALSE,
67416,2021-03-01 16:55:59.464 UTC,Voya,no_response,,FALSE,
67417,2021-03-01 16:56:00.047 UTC,Voya,bid_submitted,2021-03-01,FALSE,
39257,2020-07-14 20:02:50.402 UTC,Principal,decline_to_bid,2020-07-30,FALSE,
39258,2020-07-14 20:02:52.033 UTC,Lincoln,decline_to_bid,2020-07-31,FALSE,
39262,2020-07-14 20:02:58.619 UTC,Reliance Standard,decline_to_bid,2020-08-10,FALSE,
39264,2020-07-14 20:03:01.979 UTC,Sun Life,decline_to_bid,2020-07-30,FALSE,
39256,2020-07-14 20:02:48.751 UTC,Anthem,bid_submitted,2020-07-24,FALSE,387268.2
39259,2020-07-14 20:02:53.668 UTC,Guardian,bid_submitted,2020-08-02,FALSE,455646.36
39260,2020-07-14 20:02:55.421 UTC,MetLife,bid_submitted,2020-08-06,FALSE,359566.8
39263,2020-07-14 20:03:00.266 UTC,Standard,bid_submitted,2020-08-03,FALSE,369386.28
39265,2020-07-14 20:03:03.972 UTC,Unum,bid_submitted,2020-08-03,FALSE,404490.24
39266,2020-07-14 20:03:05.768 UTC,Paramount Dental,bid_submitted,2020-07-16,TRUE,369386.28
39261,2020-07-14 20:02:57.009 UTC,Mutual Of Omaha,no_response,,FALSE,
39267,2020-07-14 20:03:07.543 UTC,Dearborn Group,no_response,,FALSE,
39269,2020-07-14 20:03:09.628 UTC,Principal,decline_to_bid,2020-07-30,FALSE,
39271,2020-07-14 20:03:10.726 UTC,Lincoln,decline_to_bid,2020-07-31,FALSE,
39275,2020-07-14 20:03:12.781 UTC,Reliance Standard,decline_to_bid,2020-08-10,FALSE,
39277,2020-07-14 20:03:13.772 UTC,Sun Life,decline_to_bid,2020-07-30,FALSE,
39268,2020-07-14 20:03:08.781 UTC,Anthem,bid_submitted,2020-07-24,FALSE,63297.48
39270,2020-07-14 20:03:10.182 UTC,EyeMed,bid_submitted,2020-08-11,TRUE,63297.48
39272,2020-07-14 20:03:11.242 UTC,Guardian,bid_submitted,2020-08-02,FALSE,72930.72
39273,2020-07-14 20:03:11.738 UTC,MetLife,bid_submitted,2020-07-31,FALSE,59781.12
39276,2020-07-14 20:03:13.270 UTC,Standard,bid_submitted,2020-08-03,FALSE,55897.2
39278,2020-07-14 20:03:14.265 UTC,Unum,bid_submitted,2020-08-03,FALSE,58543.08
39274,2020-07-14 20:03:12.281 UTC,Mutual Of Omaha,no_response,,FALSE,
39279,2020-07-14 20:03:14.758 UTC,Dearborn Group,no_response,,FALSE,
35442,2020-06-22 13:22:56.021 UTC,Mutual Of Omaha,decline_to_bid,2020-07-07,FALSE,
35444,2020-06-22 13:22:56.701 UTC,Sun Life,decline_to_bid,2020-07-01,FALSE,
35441,2020-06-22 13:22:55.667 UTC,Lincoln,bid_submitted,2020-07-08,FALSE,
35443,2020-06-22 13:22:56.362 UTC,MetLife,bid_submitted,2020-06-30,FALSE,
35445,2020-06-22 13:22:57.050 UTC,Guardian,bid_submitted,2020-07-06,FALSE,
35446,2020-06-22 13:22:57.407 UTC,Dearborn Group,no_response,,FALSE,
36306,2020-06-29 14:13:55.507 UTC,Blue Cross Blue Shield,no_response,,FALSE,
40360,2020-07-21 19:03:27.109 UTC,Principal,no_response,,FALSE,
35448,2020-06-22 13:22:58.015 UTC,Mutual Of Omaha,decline_to_bid,2020-07-07,FALSE,
35450,2020-06-22 13:22:58.588 UTC,Sun Life,decline_to_bid,2020-07-01,FALSE,
35447,2020-06-22 13:22:57.728 UTC,Lincoln,bid_submitted,2020-07-08,FALSE,
35449,2020-06-22 13:22:58.303 UTC,MetLife,bid_submitted,2020-06-30,FALSE,
35451,2020-06-22 13:22:58.916 UTC,Guardian,bid_submitted,2020-07-06,FALSE,
35452,2020-06-22 13:22:59.268 UTC,Dearborn Group,no_response,,FALSE,
36307,2020-06-29 14:13:55.857 UTC,Blue Cross Blue Shield,no_response,,FALSE,
40361,2020-07-21 19:03:27.577 UTC,Principal,no_response,,FALSE,
35454,2020-06-22 13:23:01.880 UTC,Mutual Of Omaha,decline_to_bid,2020-07-07,FALSE,
35456,2020-06-22 13:23:05.359 UTC,Sun Life,decline_to_bid,2020-07-01,FALSE,
35453,2020-06-22 13:23:00.279 UTC,Lincoln,bid_submitted,2020-07-08,FALSE,
35455,2020-06-22 13:23:03.693 UTC,MetLife,bid_submitted,2020-06-30,FALSE,
35457,2020-06-22 13:23:07.148 UTC,Guardian,bid_submitted,2020-07-06,FALSE,
35458,2020-06-22 13:23:08.787 UTC,Dearborn Group,no_response,,FALSE,
36308,2020-06-29 14:13:56.802 UTC,Blue Cross Blue Shield,no_response,,FALSE,
40362,2020-07-21 19:03:28.662 UTC,Principal,no_response,,FALSE,
35460,2020-06-22 13:23:10.463 UTC,Mutual Of Omaha,decline_to_bid,2020-07-07,FALSE,
35462,2020-06-22 13:23:11.426 UTC,Sun Life,decline_to_bid,2020-07-01,FALSE,
35459,2020-06-22 13:23:09.881 UTC,Lincoln,bid_submitted,2020-07-08,FALSE,
35461,2020-06-22 13:23:10.955 UTC,MetLife,bid_submitted,2020-06-30,FALSE,
35463,2020-06-22 13:23:11.875 UTC,Guardian,bid_submitted,2020-07-06,FALSE,
35464,2020-06-22 13:23:12.315 UTC,Dearborn Group,no_response,,FALSE,
36309,2020-06-29 14:13:57.800 UTC,Blue Cross Blue Shield,no_response,,FALSE,
40363,2020-07-21 19:03:29.765 UTC,Principal,no_response,,FALSE,
38463,2020-07-08 22:44:52.644 UTC,Lincoln,decline_to_bid,2020-07-15,FALSE,
38467,2020-07-08 22:44:56.007 UTC,Sun Life,decline_to_bid,2020-07-15,FALSE,
38464,2020-07-08 22:44:53.474 UTC,Guardian,bid_submitted,2020-07-20,FALSE,
38465,2020-07-08 22:44:54.318 UTC,MetLife,bid_submitted,2020-07-21,FALSE,
38466,2020-07-08 22:44:55.185 UTC,Mutual Of Omaha,bid_submitted,2020-07-31,FALSE,
38461,2020-07-08 22:44:50.913 UTC,Principal,no_response,,FALSE,
38462,2020-07-08 22:44:51.757 UTC,Blue Cross Blue Shield,no_response,,FALSE,
38470,2020-07-08 22:44:57.398 UTC,Lincoln,decline_to_bid,2020-07-15,FALSE,
38474,2020-07-08 22:44:59.001 UTC,Sun Life,decline_to_bid,2020-07-15,FALSE,
38471,2020-07-08 22:44:57.800 UTC,Guardian,bid_submitted,2020-07-20,FALSE,
38472,2020-07-08 22:44:58.219 UTC,MetLife,bid_submitted,2020-07-21,FALSE,
38473,2020-07-08 22:44:58.605 UTC,Mutual Of Omaha,bid_submitted,2020-07-31,FALSE,
38468,2020-07-08 22:44:56.588 UTC,Principal,no_response,,FALSE,
38469,2020-07-08 22:44:57 UTC,Blue Cross Blue Shield,no_response,,FALSE,
38478,2020-07-08 22:45:00.454 UTC,Lincoln,decline_to_bid,2020-07-15,FALSE,
38482,2020-07-08 22:45:02.055 UTC,Sun Life,decline_to_bid,2020-07-15,FALSE,
38477,2020-07-08 22:45:00.051 UTC,UnitedHealthcare,bid_submitted,2020-07-30,FALSE,
38479,2020-07-08 22:45:00.837 UTC,Guardian,bid_submitted,2020-07-20,FALSE,
38480,2020-07-08 22:45:01.211 UTC,MetLife,bid_submitted,2020-07-21,FALSE,
38481,2020-07-08 22:45:01.635 UTC,Mutual Of Omaha,bid_submitted,2020-07-31,FALSE,
38475,2020-07-08 22:44:59.334 UTC,Principal,no_response,,FALSE,
38476,2020-07-08 22:44:59.669 UTC,Blue Cross Blue Shield,no_response,,FALSE,
38486,2020-07-08 22:45:03.784 UTC,Lincoln,decline_to_bid,2020-07-15,FALSE,
38490,2020-07-08 22:45:05.351 UTC,Sun Life,decline_to_bid,2020-07-15,FALSE,
38485,2020-07-08 22:45:03.388 UTC,UnitedHealthcare,bid_submitted,2020-07-30,FALSE,
38487,2020-07-08 22:45:04.169 UTC,Guardian,bid_submitted,2020-07-20,FALSE,
38488,2020-07-08 22:45:04.536 UTC,MetLife,bid_submitted,2020-07-21,FALSE,
38489,2020-07-08 22:45:04.936 UTC,Mutual Of Omaha,bid_submitted,2020-07-31,FALSE,
38483,2020-07-08 22:45:02.516 UTC,Principal,no_response,,FALSE,
38484,2020-07-08 22:45:02.956 UTC,Blue Cross Blue Shield,no_response,,FALSE,
38494,2020-07-08 22:45:06.905 UTC,Lincoln,decline_to_bid,2020-07-15,FALSE,
38498,2020-07-08 22:45:08.329 UTC,Sun Life,decline_to_bid,2020-07-15,FALSE,
38493,2020-07-08 22:45:06.505 UTC,UnitedHealthcare,bid_submitted,2020-07-30,FALSE,
38495,2020-07-08 22:45:07.269 UTC,Guardian,bid_submitted,2020-07-20,FALSE,
38496,2020-07-08 22:45:07.615 UTC,MetLife,bid_submitted,2020-07-21,FALSE,
38497,2020-07-08 22:45:07.956 UTC,Mutual Of Omaha,bid_submitted,2020-07-31,FALSE,
38491,2020-07-08 22:45:05.743 UTC,Principal,no_response,,FALSE,
38492,2020-07-08 22:45:06.146 UTC,Blue Cross Blue Shield,no_response,,FALSE,
38501,2020-07-08 22:45:09.380 UTC,UnitedHealthcare,decline_to_bid,2020-07-30,FALSE,
38502,2020-07-08 22:45:09.723 UTC,Lincoln,decline_to_bid,2020-07-15,FALSE,
38503,2020-07-08 22:45:10.115 UTC,Guardian,decline_to_bid,2020-07-20,FALSE,
38506,2020-07-08 22:45:11.121 UTC,Sun Life,decline_to_bid,2020-07-15,FALSE,
38504,2020-07-08 22:45:10.483 UTC,MetLife,bid_submitted,2020-07-21,FALSE,
38505,2020-07-08 22:45:10.802 UTC,Mutual Of Omaha,bid_submitted,2020-07-31,FALSE,
38499,2020-07-08 22:45:08.690 UTC,Principal,no_response,,FALSE,
38500,2020-07-08 22:45:09.039 UTC,Blue Cross Blue Shield,no_response,,FALSE,
38509,2020-07-08 22:45:13.774 UTC,UnitedHealthcare,decline_to_bid,2020-07-30,FALSE,
38510,2020-07-08 22:45:14.677 UTC,Lincoln,decline_to_bid,2020-07-15,FALSE,
38511,2020-07-08 22:45:15.588 UTC,Guardian,decline_to_bid,2020-07-20,FALSE,
38514,2020-07-08 22:45:18.308 UTC,Sun Life,decline_to_bid,2020-07-15,FALSE,
38512,2020-07-08 22:45:16.471 UTC,MetLife,bid_submitted,2020-07-21,FALSE,
38513,2020-07-08 22:45:17.387 UTC,Mutual Of Omaha,bid_submitted,2020-07-31,FALSE,
38507,2020-07-08 22:45:11.723 UTC,Principal,no_response,,FALSE,
38508,2020-07-08 22:45:12.719 UTC,Blue Cross Blue Shield,no_response,,FALSE,
38518,2020-07-08 22:45:19.326 UTC,Lincoln,decline_to_bid,2020-07-15,FALSE,
38522,2020-07-08 22:45:19.918 UTC,Sun Life,decline_to_bid,2020-07-15,FALSE,
38517,2020-07-08 22:45:19.176 UTC,UnitedHealthcare,bid_submitted,2020-07-30,FALSE,
38519,2020-07-08 22:45:19.474 UTC,Guardian,bid_submitted,2020-07-20,FALSE,
38520,2020-07-08 22:45:19.611 UTC,MetLife,bid_submitted,2020-07-21,FALSE,
38521,2020-07-08 22:45:19.750 UTC,Mutual Of Omaha,bid_submitted,2020-07-31,FALSE,
38515,2020-07-08 22:45:18.888 UTC,Principal,no_response,,FALSE,
38516,2020-07-08 22:45:19.031 UTC,Blue Cross Blue Shield,no_response,,FALSE,
37764,2020-07-07 01:38:39.819 UTC,Principal,decline_to_bid,2020-07-13,FALSE,
37766,2020-07-07 01:38:42.928 UTC,Lincoln,decline_to_bid,2020-07-15,FALSE,
37770,2020-07-07 01:38:49.320 UTC,Sun Life,decline_to_bid,2020-07-15,FALSE,
66072,2021-02-10 20:17:31.571 UTC,Cigna,bid_submitted,2021-02-15,TRUE,
37767,2020-07-07 01:38:44.485 UTC,Guardian,bid_submitted,2020-07-17,FALSE,
37768,2020-07-07 01:38:46.103 UTC,MetLife,bid_submitted,2020-07-23,FALSE,
37765,2020-07-07 01:38:41.397 UTC,Blue Cross Blue Shield,no_response,,FALSE,
37769,2020-07-07 01:38:47.650 UTC,Mutual Of Omaha,no_response,,FALSE,
37772,2020-07-07 01:38:51.898 UTC,Principal,decline_to_bid,2020-07-13,FALSE,
37775,2020-07-07 01:38:53.075 UTC,Lincoln,decline_to_bid,2020-07-15,FALSE,
37780,2020-07-07 01:38:54.879 UTC,Sun Life,decline_to_bid,2020-07-15,FALSE,
37776,2020-07-07 01:38:53.414 UTC,Cigna,bid_submitted,2021-02-09,TRUE,
37777,2020-07-07 01:38:53.769 UTC,Guardian,bid_submitted,2020-07-17,FALSE,
37778,2020-07-07 01:38:54.121 UTC,MetLife,bid_submitted,2020-07-23,FALSE,
37773,2020-07-07 01:38:52.361 UTC,Blue Cross Blue Shield,no_response,,FALSE,
37774,2020-07-07 01:38:52.710 UTC,UnitedHealthcare,no_response,,FALSE,
37779,2020-07-07 01:38:54.486 UTC,Mutual Of Omaha,no_response,,FALSE,
37782,2020-07-07 01:38:55.664 UTC,Principal,decline_to_bid,2020-07-13,FALSE,
37785,2020-07-07 01:38:57.048 UTC,Lincoln,decline_to_bid,2020-07-15,FALSE,
37790,2020-07-07 01:38:59.349 UTC,Sun Life,decline_to_bid,2020-07-15,FALSE,
37786,2020-07-07 01:38:57.508 UTC,Cigna,bid_submitted,2021-02-09,TRUE,
37787,2020-07-07 01:38:57.970 UTC,Guardian,bid_submitted,2020-07-17,FALSE,
37788,2020-07-07 01:38:58.426 UTC,MetLife,bid_submitted,2020-07-23,FALSE,
37783,2020-07-07 01:38:56.129 UTC,Blue Cross Blue Shield,no_response,,FALSE,
37784,2020-07-07 01:38:56.593 UTC,UnitedHealthcare,no_response,,FALSE,
37789,2020-07-07 01:38:58.889 UTC,Mutual Of Omaha,no_response,,FALSE,
37792,2020-07-07 01:39:00.234 UTC,Principal,decline_to_bid,2020-07-13,FALSE,
37795,2020-07-07 01:39:01.095 UTC,Lincoln,decline_to_bid,2020-07-15,FALSE,
37800,2020-07-07 01:39:02.833 UTC,Sun Life,decline_to_bid,2020-07-15,FALSE,
37796,2020-07-07 01:39:01.417 UTC,Cigna,bid_submitted,2021-02-09,TRUE,
37797,2020-07-07 01:39:01.785 UTC,Guardian,bid_submitted,2020-07-17,FALSE,
37798,2020-07-07 01:39:02.125 UTC,MetLife,bid_submitted,2020-07-23,FALSE,
37793,2020-07-07 01:39:00.511 UTC,Blue Cross Blue Shield,no_response,,FALSE,
37794,2020-07-07 01:39:00.798 UTC,UnitedHealthcare,no_response,,FALSE,
37799,2020-07-07 01:39:02.478 UTC,Mutual Of Omaha,no_response,,FALSE,
37802,2020-07-07 01:39:03.513 UTC,Principal,decline_to_bid,2020-07-13,FALSE,
37805,2020-07-07 01:39:04.092 UTC,Lincoln,decline_to_bid,2020-07-15,FALSE,
37808,2020-07-07 01:39:04.660 UTC,MetLife,decline_to_bid,2020-07-23,FALSE,
37810,2020-07-07 01:39:05.022 UTC,Sun Life,decline_to_bid,2020-07-15,FALSE,
37806,2020-07-07 01:39:04.284 UTC,Cigna,bid_submitted,2021-02-09,TRUE,
37807,2020-07-07 01:39:04.474 UTC,Guardian,bid_submitted,2020-07-17,FALSE,
37803,2020-07-07 01:39:03.710 UTC,Blue Cross Blue Shield,no_response,,FALSE,
37804,2020-07-07 01:39:03.894 UTC,UnitedHealthcare,no_response,,FALSE,
37809,2020-07-07 01:39:04.831 UTC,Mutual Of Omaha,no_response,,FALSE,
37812,2020-07-07 01:39:05.533 UTC,Principal,decline_to_bid,2020-07-13,FALSE,
37814,2020-07-07 01:39:06.406 UTC,Lincoln,decline_to_bid,2020-07-15,FALSE,
37818,2020-07-07 01:39:08.224 UTC,Sun Life,decline_to_bid,2020-07-15,FALSE,
66073,2021-02-10 20:17:32.669 UTC,Cigna,bid_submitted,2021-02-15,TRUE,
37815,2020-07-07 01:39:06.864 UTC,Guardian,bid_submitted,2020-07-17,FALSE,
37816,2020-07-07 01:39:07.308 UTC,MetLife,bid_submitted,2020-07-23,FALSE,
37813,2020-07-07 01:39:05.964 UTC,Blue Cross Blue Shield,no_response,,FALSE,
37817,2020-07-07 01:39:07.749 UTC,Mutual Of Omaha,no_response,,FALSE,
37820,2020-07-07 01:39:09.014 UTC,Principal,decline_to_bid,2020-07-13,FALSE,
37823,2020-07-07 01:39:09.997 UTC,Lincoln,decline_to_bid,2020-07-15,FALSE,
37828,2020-07-07 01:39:11.683 UTC,Sun Life,decline_to_bid,2020-07-15,FALSE,
37824,2020-07-07 01:39:10.355 UTC,Cigna,bid_submitted,2021-02-09,TRUE,
37825,2020-07-07 01:39:10.693 UTC,Guardian,bid_submitted,2020-07-17,FALSE,
37826,2020-07-07 01:39:11.026 UTC,MetLife,bid_submitted,2020-07-23,FALSE,
37821,2020-07-07 01:39:09.341 UTC,Blue Cross Blue Shield,no_response,,FALSE,
37822,2020-07-07 01:39:09.667 UTC,UnitedHealthcare,no_response,,FALSE,
37827,2020-07-07 01:39:11.358 UTC,Mutual Of Omaha,no_response,,FALSE,
37830,2020-07-07 01:39:12.357 UTC,Principal,decline_to_bid,2020-07-13,FALSE,
37833,2020-07-07 01:39:13.333 UTC,Lincoln,decline_to_bid,2020-07-15,FALSE,
37838,2020-07-07 01:39:14.921 UTC,Sun Life,decline_to_bid,2020-07-15,FALSE,
37834,2020-07-07 01:39:13.652 UTC,Cigna,bid_submitted,2021-02-09,TRUE,
37835,2020-07-07 01:39:13.981 UTC,Guardian,bid_submitted,2020-07-17,FALSE,
37836,2020-07-07 01:39:14.293 UTC,MetLife,bid_submitted,2020-07-23,FALSE,
37831,2020-07-07 01:39:12.674 UTC,Blue Cross Blue Shield,no_response,,FALSE,
37832,2020-07-07 01:39:13.005 UTC,UnitedHealthcare,no_response,,FALSE,
37837,2020-07-07 01:39:14.619 UTC,Mutual Of Omaha,no_response,,FALSE,
35423,2020-06-22 13:18:03.285 UTC,Mutual Of Omaha,decline_to_bid,2020-07-09,FALSE,
35424,2020-06-22 13:18:05.086 UTC,MetLife,bid_submitted,2020-06-25,FALSE,
35425,2020-06-22 13:18:06.823 UTC,Guardian,bid_submitted,2020-07-06,FALSE,
35426,2020-06-22 13:18:08.587 UTC,Blue Cross Blue Shield,bid_submitted,2020-06-30,FALSE,
35422,2020-06-22 13:18:01.553 UTC,Lincoln,no_response,,FALSE,
35427,2020-06-22 13:18:10.248 UTC,Dearborn Group,no_response,,FALSE,
35429,2020-06-22 13:18:11.938 UTC,Mutual Of Omaha,decline_to_bid,2020-07-09,FALSE,
35430,2020-06-22 13:18:12.455 UTC,MetLife,bid_submitted,2020-06-25,FALSE,
35431,2020-06-22 13:18:12.908 UTC,Guardian,bid_submitted,2020-07-06,FALSE,
35432,2020-06-22 13:18:13.343 UTC,Blue Cross Blue Shield,bid_submitted,2020-06-30,FALSE,
35428,2020-06-22 13:18:11.322 UTC,Lincoln,no_response,,FALSE,
35433,2020-06-22 13:18:13.770 UTC,Dearborn Group,no_response,,FALSE,
35435,2020-06-22 13:18:14.506 UTC,Mutual Of Omaha,decline_to_bid,2020-07-09,FALSE,
35436,2020-06-22 13:18:14.846 UTC,MetLife,bid_submitted,2020-06-25,FALSE,
35437,2020-06-22 13:18:15.181 UTC,Guardian,bid_submitted,2020-07-06,FALSE,
35438,2020-06-22 13:18:15.513 UTC,Blue Cross Blue Shield,bid_submitted,2020-06-30,FALSE,
35439,2020-06-22 13:18:15.832 UTC,UnitedHealthcare,bid_submitted,2020-07-09,TRUE,
35434,2020-06-22 13:18:14.174 UTC,Lincoln,no_response,,FALSE,
35440,2020-06-22 13:18:16.174 UTC,Dearborn Group,no_response,,FALSE,
60233,2020-10-12 20:48:06.618 UTC,Anthem,bid_submitted,2020-10-25,FALSE,18994.56
60234,2020-10-12 20:48:06.910 UTC,Lincoln,bid_submitted,2020-10-26,FALSE,26908.92
60235,2020-10-12 20:48:07.240 UTC,Guardian,bid_submitted,2020-10-24,FALSE,25326
60236,2020-10-12 20:48:07.534 UTC,MetLife,bid_submitted,2020-10-20,FALSE,23584.92
60237,2020-10-12 20:48:07.814 UTC,Unum,bid_submitted,2020-10-21,TRUE,26908.92
60238,2020-10-12 20:48:08.151 UTC,Anthem,bid_submitted,2020-10-25,FALSE,33830.4
60239,2020-10-12 20:48:08.559 UTC,Lincoln,bid_submitted,2020-10-27,FALSE,38293.8
60240,2020-10-12 20:48:08.955 UTC,Guardian,bid_submitted,2020-10-24,FALSE,33907.2
60241,2020-10-12 20:48:09.355 UTC,MetLife,bid_submitted,2020-10-20,FALSE,26220
